,Email Address,Section,First Name,Last Name,Homework 1,Homework 1 - Max Points,Homework 1 - Submission Time,Homework 2,Homework 2 - Max Points,Homework 2 - Submission Time,Homework 3,Homework 3 - Max Points,Homework 3 - Submission Time,Homework 4,Homework 4 - Max Points,Homework 4 - Submission Time,Homework 5,Homework 5 - Max Points,Homework 5 - Submission Time,Homework 6,Homework 6 - Max Points,Homework 6 - Submission Time,Homework 7,Homework 7 - Max Points,Homework 7 - Submission Time,Homework 8,Homework 8 - Max Points,Homework 8 - Submission Time,Homework 9,Homework 9 - Max Points,Homework 9 - Submission Time,Homework 10,Homework 10 - Max Points,Homework 10 - Submission Time,Exam 1,Exam 1 - Max Points,Exam 1 - Submission Time,Exam 2,Exam 2 - Max Points,Exam 2 - Submission Time,Exam 3,Exam 3 - Max Points,Exam 3 - Submission Time,quiz_1_grades,quiz_2_grades,quiz_3_grades,quiz_4_grades,quiz_5_grades,Total Homework,Average Homework,Homework Score,Total Quizzes,Average Quizzes,Quiz Score,Final Score,Ceiling Score,Final Grade
kpr82051,kimberly.rhodes@univ.edu,3,Kimberly,Rhodes,60.0,80,2019-08-29 08:56:02-07:00,61,80,2019-09-05 08:56:02-07:00,60,80,2019-09-12 08:56:02-07:00,79,100,2019-09-19 08:56:02-07:00,42,70,2019-09-26 08:56:02-07:00,86,90,2019-10-03 08:56:02-07:00,34,50,2019-10-10 08:56:02-07:00,48,70,2019-10-17 08:56:02-07:00,48,60,2019-10-24 08:56:02-07:00,47,60,2019-10-31 08:56:02-07:00,0.61,100,2019-10-08 12:30:07-07:00,0.62,100,2019-11-08 12:30:07-07:00,0.97,100,2019-12-08 12:30:07-07:00,9,13,16,12,6,0.7635135135135135,0.7557103174603175,0.7635135135135135,0.8115942028985508,0.7966335625159154,0.8115942028985508,0.7868836662749706,79.0,C
jsr21334,john.rodriguez@univ.edu,3,John,Rodriguez,78.0,80,2019-08-29 08:56:02-07:00,76,80,2019-09-05 08:56:02-07:00,63,80,2019-09-12 08:56:02-07:00,61,100,2019-09-19 08:56:02-07:00,52,70,2019-09-26 08:56:02-07:00,61,90,2019-10-03 08:56:02-07:00,41,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,37,60,2019-10-24 08:56:02-07:00,60,60,2019-10-31 08:56:02-07:00,0.92,100,2019-10-08 12:30:07-07:00,0.68,100,2019-11-08 12:30:07-07:00,0.89,100,2019-12-08 12:30:07-07:00,6,12,12,11,7,0.7891891891891892,0.7965515873015873,0.7965515873015873,0.6956521739130435,0.6840769034886682,0.6956521739130435,0.774816287094548,78.0,C
sxs30610,stephanie.sampson@univ.edu,3,Stephanie,Sampson,77.0,80,2019-08-29 08:56:02-07:00,50,80,2019-09-05 08:56:02-07:00,57,80,2019-09-12 08:56:02-07:00,81,100,2019-09-19 08:56:02-07:00,69,70,2019-09-26 08:56:02-07:00,84,90,2019-10-03 08:56:02-07:00,39,50,2019-10-10 08:56:02-07:00,54,70,2019-10-17 08:56:02-07:00,46,60,2019-10-24 08:56:02-07:00,59,60,2019-10-31 08:56:02-07:00,0.87,100,2019-10-08 12:30:07-07:00,1.0,100,2019-11-08 12:30:07-07:00,0.75,100,2019-12-08 12:30:07-07:00,10,10,6,12,4,0.8324324324324325,0.833047619047619,0.833047619047619,0.6086956521739131,0.6238349885408709,0.6238349885408709,0.7763695441813089,78.0,C
fxs77894,felicia.simpson@univ.edu,3,Felicia,Simpson,59.0,80,2019-08-29 08:56:02-07:00,66,80,2019-09-05 08:56:02-07:00,77,80,2019-09-12 08:56:02-07:00,73,100,2019-09-19 08:56:02-07:00,60,70,2019-09-26 08:56:02-07:00,90,90,2019-10-03 08:56:02-07:00,36,50,2019-10-10 08:56:02-07:00,63,70,2019-10-17 08:56:02-07:00,53,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,0.63,100,2019-10-08 12:30:07-07:00,0.9,100,2019-11-08 12:30:07-07:00,0.99,100,2019-12-08 12:30:07-07:00,11,7,13,9,12,0.8351351351351352,0.8298809523809524,0.8351351351351352,0.7536231884057971,0.7748459383753501,0.7748459383753501,0.8365078355666591,84.0,B
cjs43553,crystal.smith@univ.edu,3,Crystal,Smith,63.0,80,2019-08-29 08:56:02-07:00,80,80,2019-09-05 08:56:02-07:00,59,80,2019-09-12 08:56:02-07:00,90,100,2019-09-19 08:56:02-07:00,48,70,2019-09-26 08:56:02-07:00,66,90,2019-10-03 08:56:02-07:00,48,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,52,60,2019-10-24 08:56:02-07:00,58,60,2019-10-31 08:56:02-07:00,0.85,100,2019-10-08 12:30:07-07:00,0.88,100,2019-11-08 12:30:07-07:00,0.6,100,2019-12-08 12:30:07-07:00,6,14,8,14,5,0.8486486486486486,0.8551666666666667,0.8551666666666667,0.6811594202898551,0.6732085561497325,0.6811594202898551,0.7669144927536233,77.0,C
ajt73762,amy.terry@univ.edu,3,Amy,Terry,71.0,80,2019-08-29 08:56:02-07:00,54,80,2019-09-05 08:56:02-07:00,76,80,2019-09-12 08:56:02-07:00,93,100,2019-09-19 08:56:02-07:00,43,70,2019-09-26 08:56:02-07:00,89,90,2019-10-03 08:56:02-07:00,30,50,2019-10-10 08:56:02-07:00,58,70,2019-10-17 08:56:02-07:00,54,60,2019-10-24 08:56:02-07:00,49,60,2019-10-31 08:56:02-07:00,0.6,100,2019-10-08 12:30:07-07:00,0.81,100,2019-11-08 12:30:07-07:00,0.79,100,2019-12-08 12:30:07-07:00,4,12,9,5,7,0.8337837837837838,0.8190912698412699,0.8337837837837838,0.5362318840579711,0.5267048637636873,0.5362318840579711,0.7238830787309048,73.0,C
bxt62105,brandon.thomas@univ.edu,3,Brandon,Thomas,80.0,80,2019-08-29 08:56:02-07:00,49,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,77,100,2019-09-19 08:56:02-07:00,46,70,2019-09-26 08:56:02-07:00,86,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,53,70,2019-10-17 08:56:02-07:00,37,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,0.86,100,2019-10-08 12:30:07-07:00,0.72,100,2019-11-08 12:30:07-07:00,0.65,100,2019-12-08 12:30:07-07:00,7,10,13,8,4,0.7635135135135135,0.7541507936507935,0.7635135135135135,0.6086956521739131,0.5944996180290297,0.6086956521739131,0.7005141010575793,71.0,C
hxw92728,heather.webb@univ.edu,3,Heather,Webb,56.0,80,2019-08-29 08:56:02-07:00,48,80,2019-09-05 08:56:02-07:00,60,80,2019-09-12 08:56:02-07:00,60,100,2019-09-19 08:56:02-07:00,47,70,2019-09-26 08:56:02-07:00,84,90,2019-10-03 08:56:02-07:00,35,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,40,60,2019-10-31 08:56:02-07:00,1.0,100,2019-10-08 12:30:07-07:00,0.61,100,2019-11-08 12:30:07-07:00,0.62,100,2019-12-08 12:30:07-07:00,5,11,16,9,4,0.7013513513513514,0.6997619047619048,0.7013513513513514,0.6521739130434783,0.6210491469314998,0.6521739130434783,0.6801927144535841,69.0,D
alw07647,amy.white@univ.edu,3,Amy,White,71.0,80,2019-08-29 08:56:02-07:00,60,80,2019-09-05 08:56:02-07:00,72,80,2019-09-12 08:56:02-07:00,95,100,2019-09-19 08:56:02-07:00,64,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,40,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,47,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,0.99,100,2019-10-08 12:30:07-07:00,0.95,100,2019-11-08 12:30:07-07:00,0.99,100,2019-12-08 12:30:07-07:00,7,14,15,11,4,0.8378378378378378,0.8249404761904762,0.8378378378378378,0.7391304347826086,0.7142195059842119,0.7391304347826086,0.8498742655699177,85.0,B
lkw48972,levi.wilkerson@univ.edu,3,Levi,Wilkerson,52.0,80,2019-08-29 08:56:02-07:00,80,80,2019-09-05 08:56:02-07:00,75,80,2019-09-12 08:56:02-07:00,62,100,2019-09-19 08:56:02-07:00,43,70,2019-09-26 08:56:02-07:00,70,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,42,70,2019-10-17 08:56:02-07:00,38,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,0.71,100,2019-10-08 12:30:07-07:00,0.96,100,2019-11-08 12:30:07-07:00,0.93,100,2019-12-08 12:30:07-07:00,11,13,8,14,12,0.7256756756756757,0.7192896825396825,0.7256756756756757,0.8405797101449275,0.867450980392157,0.867450980392157,0.8215055643879173,83.0,B
